Column1;Column2
 Hanya lidahnya menjilat-jilat madu yang mengalir dari kepalanya  sampali tidak ada sisanya ;coma jhila?na ala?d-Jhila?dan maddhu se? ngaleccer dari cetaggha Salam  sampe' ta?a?’ kare?na  
 Saat Salam sudah ingat  lalu cepat turun dari kursinya terus mandi ke sungai ;bha?reng Salam la enga'  pas dhuli toron dari korsena terros mandi ka songay  
 Dan Kepalanya dibersihkan;Ban Cetaggha e?bherse'e  
 Karena dari itu Salam lalu insyaf  tidak melamun lagi ke barang-barang yang belum ada ;amargha? dari Ja?re?ya Salam pas insyaf ta' ngalamon pole ka rang-bha?ra?ng se ghi' ta' bada 
 Maksud dari cerita ini sesuai dengan peribahasa Madura;Maksod dari careta reya ngenneng ka parebha?san Madura 
 maksud akan memeluk gunung  tapi lengannya tak sampai ;Maksod aghellu'a ghunong  tape lengngenna ta' duggha? 
 berangan-angan barang yang belum dijalanni tidak ada gunanya ;Ngen-ngangen bha?ra?ng se? ghi' ta' e?jha?la?n ta?a?’ ghunana  
 Pada Zaman dahulu ada satu raja yang mempunyai istri sangat cantik ;Ghi' jhaman lamba' bada settong rato see andi' binei talébat raddin  
 Namanya Ragapadmi ;Nyamana Ragapadmi  
 Tapi satu hari istri raja tadi mendapat penyakit kulit sangat parah ;Tape settong are binana rato ghella' etemmo panyaket kole' talebat sara  
 Terus raja mencari obat ke mana-mana tapi tidak bisa ;Terros rato nyare? tamba ka ma-dimma tape ta' bisa 
 Tabib-tabib didatangkan  tapi tetap penyakit istri raja tadi masih tidak sembuh-sembuh ;Tabib-tabib epadateng  tape tep-tep penyakeddha bineina rato ghella' ghi' ta' baras-baras  
 Jadi raja itu tambah lama tambah menjauh dari istrinya  sebabnya karena sudah tidak kuat lagi  sebab penyakit istri raja tadi  yaitu Ragapadmi  amis sekali ;Dhaaddhi rato Ja?re?ya tamba ahit tamba majhau dari bineina  abit-abit polana la ta' kowat pole  sabab penyakedda bineina rato ghella'  iya areya Ragapadmi  mais talebat  
 Jadi Ragapadmi tadi oleh raja itu diberikan kepada salah satu pegawainya yang bernama Bangsacara ;Dhaddhi Ragapadmi ghella' moso rato Ja?re?ya ebaghi ka sala settong nga ponggabana se anyama Bangsacara  
 Jadi diberikan sebagai hadiah ;Dadhi ebaghi kaangguy hadiah  
 Terus Bangsacara tadi  oleh karena Ragapadimi itu pemberiannya rajanya  Jadi Bangsacara takut ;Terros se Bangsacara ghella' serrena Ragapadmi ghella' Ja?re?ya paberri'na ratona  da?ddhi Bangsacara Ja?re?ya tako'  
 Ragapadmi tadi dititipkan ke ibunya yang ada di desa ;Ragapadmi ghella' epatoro' ka ebhuna se bada neng e dhisa  
 Ragapadmi ini orangnya sabar dan baik hatinya ;Ragapadmi reya orengnga sabbar ban becce' atena  
 Jadi ibunya Bangsacara tadi berrambah lama bertambah kasihan kepada Ragapadmi ;Dhaaddhi ebhuna Bangsacara ghella' tamba abit tamba neser ka Ragapadmi  
 Jadi setiap hari dirawat Ragapadimi itu ;Dhaaddhi sabban are erabadhi Ragapadmi Ja?re?ya 
 Sesudahnya beberapa tahun Ragapadimi itu sembuh kulitnya ;Saellana babarampa taon Ragapadmi jarenya baras kole'na  
 Lebih bercahaya dan lebih cantik dari waktu masih menjadi istri raja ;Lebbi tera' ban lebbi raddhin dari batona ghi' dhaaddhi binina rato 
 Ragapadmi tadi merasa amat kasihan kepada ibunya Bangsacara yang sudah merawat  dan Bangsacara sendiri yang kasihan kepada dirinya ;Ragapadmi ghella' arassa ce' neserra ka ebuna Bangsacara se ella arabat  ban Bangsacara dhibi' see neser ka aba?’na  
 Jadi Ragapadmi tambah lama tambah kasihan kepada Bangsacara  Akhirnya Bangsacara tadi jadi suaminya Ragapadmi ;Ragapadmi abit tamba neser ka Bangsacara  Aherra Bangsacara ghella' da?ddhi lakena Ragapadmi 
 Sesudah beberapa lamanya ada kabar ke patihnya raja bahwa Ragapadmi sekarang sudah sembuh dan terlalu cantiknya ;Saellana beberampa abidda bada kabhar ka papatena rato Jha' Ragapadmi sateya ella baras ban talebat raddinna 
 Jadi si patih tadi merasa iri kepada Bangsacara ;Dhaddhi se papate ghella' arassa iri ka Bangsacara 
 Mengapa sampai Ragapadmi itu dulu tidak diberikan kepadanya  malah diberikan kepada Bangsacara ;Arapa ma' sampe' Ragapadmi Ja?re?ya dullu ta' ebaghi ka abagna  ma' ebaghi ka Bangsacara 
 Saking untungnya Bangsacara ;Sakeng pojhurra Bangsacara 
 Si patih tadi memberitahukan kepada rajanya bahwa Ragapadmi sekarang sembuh penyakitnya dan cantik lagi ;Terros see papate ghella' abit-abit abala ka ratona  jha' Ragapadmi sateya baras panyakedda ban raddhin pole  
 Si rajanya merasa menyesal  tapi Ragapadmi itu sudah diberikan pada Bangsacara ;Se ratona arassa manyessel  tape karana Ragapadmi Ja?re?ya ella ebaghi ka Bangsacara  
 Jadi  tidak bisa ditarik lagi ;Dha?ddhi ta' bisa etarek pole 
 Di dalam hatinya  raja itu mempunyai niat untuk mengambil Ragapadmi lagi  tapi sangat malu  sebab dirinya jadi raja  tidak boleh menjilat ludahnya sendiri ;Tape rato Ja?re?ya ee dalam atena andi' neyat kaangguy ngala' Ragapadmi pole  tape ce' todussa  sebab abena dhaaddhi rato  ta' olle? ajhilaat copana dhibi' 
 Sesudah itu raja tadi berembuk dengan patihnya  bagaimana akalnya Ragapadmi itu dapat kembali  dapat diambil lagi ;Terros saellana Ja?re?ya rato gella' arembhak ka papatena  baramma akalla Ragapadmi Ja?re?ya see abaliya  bisa ekala' pole 
 Tapi yang mempunyai niat jahat itu patihnya ;Tape se? andi' neyat jahat Ja?re?ya papatena 
 Jadi patihnya tadi karena merasa iri kepada Bangsacara jadi memberi jalan kepada raja  bahwa gampang kalau hanya Ragapadmi akan diambil lagi oleh raja ;Dhaddhi papatena ghella' serrena arassa iri ka Bangsacara dhaddhi aberri' Jhalan ka rato  jha' gampang mon pera' Ragapadmi ekala'a pole moso rato 
 Patih tadi memberikan cara kepada raja supaya Bangsacara diberi tugas untuk mencari sebangsa kambing  yaitu kidang ;Papate ghella' aberri'i cara ka rato sopaja Bangsacara eberri'i tugas kaangguy nyare? sabangsana embi'  iya areya keddhang  
 Bangsacara disuruh berburu dan di dalam satu hari harus mengumpulkan hewan tadi seribu ekor ;Bangsacara esoroabhuru e dalem saare kodhu makompol kewan ghella' saebu megghi'  
 Jadi si Bangsacara  walaupun waktu menerima perintah dari rajanya merasa tak bisa  tapi karena itu perintah raja  mau tidak mau harus berangkat ;Dhaddhi se Bangsacara tekka'a se bakto narema parenta dari ratona arassa ta' bisa  tape serrena Ja?re?ya parentana rato  dha?ddhi enda'a ta' enda'a kodhu mangkat  
 Bangsacara tadi terus pamit kepada istrinya Ragapadmi untuk berbhuru ;Bangsacara ghella' terros amit ka binina Rapapadmi kaangguy abhuru 
 Ragapadmi tadi tidak tahu berapa ekor perintahnya  hanya ada perintah raja bahwa disuruh berburu binatang kidang ;Ragapadmi ghella' ta' tao jha' parentana barampa pera' bada parentana rato jha' esoro abhuru Keban sabangsana keddhang 
 Ragapadmi dan Bangsacara itu mempunyai anjing yang terlalu kasih kepada tuannya ;Ragapadmi ban Bangsacara Ja?re?ya andi' pate' se talebat neser ka lorana 
 Anjing itu dibawa ke hutan oleh Bangsacara waktu berburu ;Dhaddhi pate' Ja?re?ya moso baktona abhuru esambi ka alas  
 Lama sudah Bangsacara sampai di hutan  tetapi dia tidak mendapat  hewan buruan   mendapat tapi tidak mungkin sampai seribu ekor ;Terros sampe' neng e alas Bangsacara Ja?re?ya abit la ta' nemmo  nemmo tape ta' kera sampe' saebu  
 Lama-lama ia bertemu dengan patih dan dengan pengiring-pengiringnya yang lain  pegawainya dan pengawalnya ;Pas abit-abit katemmo moso papatena ban moso pengereng-pengerengnya se laen  penggabana ban pangawalla  
 Si Bangsacara itu ditanyai oleh patih  terus tidak bisa menjawab ;Se Bangsacara Ja?re?ya etanya'aghi moso papate  terros ta' bisa ajawab  
 Terus si patih tadi memberitahu pada Bangsacara bahwa ia menerima perintah raja bahwa ia harus dibunuh ;Terros se? papate ghella' abala da' Bangsacara jha' engko' narema parentana rato jha' ba?’na kodu epate'e 
 Terus Bangsacara itu dibunuh ;Terros Bangsacara Ja?re?ya epate'e 
 Si anjing tadi tahu waktu Bangsacara dibunuh  lalu lari ;Se pate' ghella' tao baktona Bangsacara epate'e  dhaddhi bhuru  
 Lari  lari  terus pulang ke Ragapadmi  terus memberitahukan ke istrinya Bangsacara  Ragapadmi ;Berka'  berka'  terros mole ka Ragapadmi  terros abala ka bineina Bangsacara  Ragapadmi 
 Karena anjing tidak bisa berbicara  caranya hanya Ragapadmi ditarik-tarik dengan mulutnya ;Sarrena pate' bisa acaca dha?ddhi carana pera' Ragapadmi etare-tarek moso colo'na  
 Ragapadmi tidak mengerti ada apa gerangan ;Ragapadmi ta' ngarte bha' bada apa 
 Tapi dalam pikirannya   iya  anjing ini tadi bersama dengan Bangsacara ;Tape e dalem pekkerra  iya pate' reya ghella' abareng Bangsacara 
 Mungkin Bangsacara sekarang mendapat kecelakaan ;Pola Bangsacara sateya nemmo bhalai  
 Jadi Ragapadmi merasa tidak enak  hatinya  lalu ikut anjingnya ;Dhaddhi Ragapadmi arassa ta' nyaman pas noro' pate'na 
 Anjingnya tahu jalannya yang tadi ;Terros pate'na tao ka jhalanna se ghella' 
 Anjing itu terus mengikuti jalannya yang tadi ;Pate' Ja?re?ya terros noro'e jhälanna se ghella' 
 Akhirnya sampai ke tempatnya Bangsacara dibunuh ;Di-budina dapa' ka kennenganna Bangsacara se epate'e 
 Sesudahnya Ragapadmi melihat keris yang ditusukkan ke Bangsacara  dia lalu mencabut keris itu lalu ditusukkan ke badannya sendiri ;Saellana Ragapadmi nangale kerres se ecocowaghi ka Bangsacara  dhibi'na pas nyabut kerres Ja?re?ya pas ecocowaghi ka badhanna dhibi' 
 Jadi patihnya dan rajanya sia-sia  tidak bisa memperoleh Ragapadmi  ;Dhaddhi papatena moso ratona kareangar  ta' bisa ngaolle? Raggapadmi  
 /masih belum selesai lemah sama sekali/ ; ghita' marè lèmpo bhálâkka' 
 /tidak berhenti sama sekali mulai kemarin/ ;t?'ambu sakalè molaè bâ'âri' 
 /Perahu layar ini sudah lama tidak diperbaiki/ ;Parao lajâr rèya la abit t? èpateppa' 
 /Orang jauh tidak mungkin menolong  seseorang  selamanya/;Orèng jhâu ta' kèra nolongè saterrossa  
 /Gula jawa dibuat dari nira / ;Ghulâ jhâbâ èkaghâbây dâri la'ang  
 /Laut utara ombaknya tidak terlalu besar/ ;Tasè' dâjâ ombâ'na tâ' patè rajâ  
 /Rumah besar itu dulu ditempati Kakek Dullah/ ;Bengko rajâ rowa lambâ' èkennengnge Kè Dullah 
 /Kelapa semua bagiannya dapat dipakai/ ;Nyèyor sabhârângnga èkennèng angghuy  
 /Ini mobil yang baru beli kemarin/ ;Arèya motor sè bhuru mellè bâ'âri'  
 /Jupri  merupakan  murid yang paling pandai di kelas 6/ ;Jupri morèd sè ter-pènterran è kellas 6  
/Itu warung yang paling murah/ ;Rowa bârung sè palèng modâ  
 /Sukri putra sulung Pak Sukur/ ;Sukri potrana Pak Sukkur sè sarèyang  
 /Adik makan nasi sisa kemarin/ ;Alè' neddhâ nasè karèna bâ'âri'  
 /Saya naik perahu kecil/ ;Sèngko' nompa' sampan kènè' 
/Perahunya menabrak batu besar/ ;Paraona ngantor bâto rajâ 
 /Bakhri memperbaiki rumahnya yang rusak/ ;Bakhri mateppa' bengkona sè rosak 
 /Kakak membuat kapal-kapalan besi/ ;Kaka' aghâbây pal-kapalan bessè  
 /Kerjakan sungguh-sungguh kalau ingin lekas selesai/ ;Lakonè ghu-ongghu mon terro lekkasa marè  
 /Memakan terus-terusan mempergemuk orang/ ;Ngakan ros-terrosan malempo ka orèng  
 /Jatuh sendiri menyalahkan orang/ ;Labu dhibi' nyala'aghi orèng  
 /Bangun pagi-pagi merupakan kebiasaan yang baik/ ;Jhâghâ para' sèyang rèya kabiyâsa'an bhâghus  
 /Berenang mempercepat haus dan lapar/ ;Alangngoy malekkas pelka' bân lapar  
 /Kerjanya berjalan-jalan saja/ ;Lakona lân-jhâlânan malolo  
 /Adik jatuh sendiri/ ;Alè' labu dhibi'  
 /Bapak bangun hampir siang/ ;Eppa' jhâghâ para' sèyang  
/Sukri berbicara saja sejak tadi/ ;Sukri acaca malolo molaè ghellä  
 /Saya tidur terus mulai baru datang/ ;Sèngko' tèdung terros molaè bhuru dâteng  
 /Bajunya terlalu besar/ ;Kalambhina cè' rajâna  
 /Rumahnya gelap sangat/ ;Bengkona petteng calèmodhân  
 /Kulitnya hitam sangat/ ;Kolè'na celleng bhâttheng  
 /Warnanya putih amat/ ;Bârnana potè ngetthak 
 /Tanahnya sangat lebar/ ;Tanana lèbâr parana  
 /Farhan membeli baju yang sangat mahal/ ;Farhan mellè kalambhi sè cè' larangnga  
 /Aziz mengambil kain yang putih sangat/ ;Aziz ngala' kaèn sè potè ngetthak 
 /Pak Lurah membuat rumah sangat besar/ ;Pa Kalèbun aghâbây bengko rajâ parana  
 /Ali memanjat ke ranting yang paling tinggi/ ;Ali naè' ka ranca' sè palèng tèngghi 
 /Adik beli mangga tidak seberapa matang/ ;Alè' mellè pao t?' patè massa'  
 /Anaknya yang ketiga/ ;Pottrana sè nomer tello  
 /Isinya lima biji/ ;Èssèng lèma bighi 
 /Bawa-bawaannya beberapa tas/ ;Bân-ghibânna pan-bârâmpan ettas 
 /Pertolongannya sudah tidak terhitung/ ;Partolonganna l? pan-bârâmpan  
 /Dirman dapat ikan sekeranjang/ ;Dirman ollè jhuko' sakaranjhâng  
 /Ali menemukan uang sepuluh ribu  / ;Ali nemmo pèssè sapolo èbu  
  /Farhan membeli baju lima potong/ ;Farhan mellè kalambhi lalèma'  
 /Perahu nelayannya dapat ikan tongkol beberapa keranjang/ ;Salèrèddhâ ollè jhuko' cakalan pan-bârâmpan karanjhâng  
 /Kapalnya semusim bekerja delapan trip/ ;Kapalla samosèm alako bâllung trip  
 /Di sana menjual paku kecil/ ;Èdissa' ajhuwâl pako rettè  
 /Di Pak Imam bisa mengubah celana/ ;È Pa' Imam bisa ngobâ salebbâr  
 /Di sini menerima besi tua dan barang bekas/ ;È diyâ narèma bessè towa bân bhârâng laju  
 /Dari rumah ke sekolah perjalanan sepuluh menit/ ;Dâri bengko ka sakola'an parjhâlânan sapolo mennèt  
 /Ke Surabaya membayar dua puluh enam ribu/ ;Ka Sorbhâjâ majâr nemlèkor èbu  
 /Saya dari sekolah/ ;Sèngko' dâri sakola'an  
 /Imam ke Surabaya sudah dapat seminggu/ ;Imam ka Sorbhâjâ la ollè samènggu  
 /Adik di rumah sendirian/ ;Alè' è bengko kadhibi'ân  
 /Diatas langit-langit ada tikusnya/ ;È attas ghâbâk bâdô tèkossa  
  /Di pantai selatan tadi ada ikan terdampar/ ;È tasè' lao' ghellâ' bâdâ jhuko' talambhâk 
 /Kakak kemarin baru datang dari Jakarta/ ;Kaka' bâ'âri' bhuru dâteng dâri Jakarta   
 /Sarungnya sudah ada pada saya/ ;Sarongnga la bâdâ neng sèngko' 
 /Kembaliannya uang rokok sudah ada pada kakak/ ;Soso'na roko' la bâdâ è kaka'   
  Anak itu membeli nasi  ;Kana' rowa mellè nasè' 
  Orang itu dari desa  ;Orèng jârèya dâri dhisa 
  Merokok itu merugikan  ;Aroko' jârèya marogiyân 
  Orang itu pedagang  ;Orèng rowa dhâghâng 
  Perkaranya menjadi sulit ;Parkarana dhâddhi malarat 
 /Anak yang rajin itu putranya Pak Samsul/ ;Na'-kana' sè bhâjheng rowa potrana Pak Samsul  
 /Saudaranya yang bungsu masih belum dateng/ ;Tarètanna sè bungso ghi' ta' dâteng  
 /Keinginannya yang belum terkabul akan berziarah ke Walisongo/ ;Pangaterrona sè ghi' t? takabbhul nyekkara ka Wâlisongo'  
 /Modal yang dipakai berdagang pinjam kepada famili-familinya/ ;Bhândhâna sè èkaghâbây adhâghâng ngènjhâm ka lâ-bhâlâna  
 /Gudang kayunya yang besar sudah dijual kepada paman/bibinya/ ;Gudâng kajuna sè rajâ l? èjhuwâl ka majhâdi'na  
  Mengambar ini adalah kesenangan ;Aghâmbhâr rèya bur-lèburan 
  Makan itu keperiuan  ;Ngakan rèya kaparlowan 
  Menungøu itu membosankan  ;Adântè' rèya mabhusen 
  Bekerja itu bagus  ;Alako rèya bhâghus 
  Bernyanyiitu menyenangkan  ;Nembhâng rèya nyennengngaghi  
 /Bersekolah tinggi memudahkan dalam mencari pekerjaan/ ;Asakola tèngghi maghâmpang dâlem nyarè kalakowan  
 /Beristri dua berat bebannya/ ;Abinè duwâ' berrâ' ghibâ'ânna  
 /Makan nasi jagung dapat mencegah penyakit kencing manis/ ;Ngakan nasè' jhâghung èkata' sakè' kencing manès  
 /Mencari ilmu sewaktu muda berguna untuk bekal hidupnya/ ;Nyarè èlmo bâkto ngodâ aghuna ka'angghuy sango odi'na  
 /Bekerja pada orang lain susah 1ebih baïk bekerja sendiri/ ;Ngala' lako ka orèng malarat  ango'an alakowa dhibi'  
  Mahal itu menyusahkan  ;Larang rèya mamalarat 
  Rugi itu membosankan  ;Rogi rowa mabhusen 
  Sehatitu bagus  ;Bârâs rowa bhâghus 
  Dengki itu tídak bagus  ;Dhengghi rowa jhubâ' 
  Sakititu menyusahkan orang  ;Sakè' rowa mamalarat orèng 
 /Mahal sedikit tidak apa-apa yang penting bagus/ ;Larang sakonè' ta' arapa sè penting bhâghus 
 /Untung sedikit-sedikit lama-lama banyak juga/ ;Ontong nè'-sakonè' bit-abit bânnya' kèya  
 /Merah mencolok tidak sedap dipandang/ ;Mèra mètthal ta' lèbur èyabâs  
 /Sangat gelap menakutkan orang/ ;Petteng parana matako'an ka orèng  
 /Terlalu keras  suaranya  menyakitkan telinga/ ;Ranyèng ghâllu' masakè'an kopèng  
  Satu juta itu angka  ;Sajuta arèya angka 
  Satu kodi dua puluh biji? ;Sakodhi arèya dupolo bigghi' 
  Setengah itu separuh  ;Satengnga rèya saparo 
  Seperlima itu pecahan  ;Parlèman rèya pecca'an 
   Tiga belasitu angka ganji!  ;Tello bellas rèya angka ghânjhil 
 /Arif pintar tetapi Sutan lebih pintar/ ;Arif pènter tapè Sutan lebbi pènter  
 /Adik mandi  saya membersihkan tempat tidur/ ;Alè' mandi  sèngko' ngebbhâsi katèdungan  
 /Bapak bekerja di sawah  ibu masih mengantarkan adik ke sekolah/ ;Eppa' alako ka sabâ  èbhu ghi' ngaterraghi alè' ka sakola'an  
 /Kadar diterima di PTN  Didin baru masuk SMA/ ;Kadâr ètarèma è PTN  Didin bhuru maso' ka SMA  
 /Sumenep merupakan kabupaten paling timur  Bangkalan paling barat/ ;Sumenep kabupatèn palèng tèmor  Bhângkalan palèng bârâ'  
 /Orang yang datang tadi sedang makan/ ;Orèng sè dâteng ghellâ' ghi' adhâ'âr  
 /Rumah yang dibangun tahun lalu itu terbakar/ ;Bengko sè èkaghâbây taon jhung adâ'ân  taobbhâr 
 /Kadir bekerja di perusahaan yang baru berdiri ;Kadir alako è perusaha'an sè ghi' bhuru jhâghâ  
 /Orang yang dipilih oleh rakyat harus bekerja sungguh-sungguh/ ;Orèng sè èpèlè bân ra'yat kodhu alako ghu-ongghu  
 /Walaupun besar  tetapi Ipung mudah jatuh/ ;Tekka'a rajâ  tapè Ipung lèmbher  
 /Saya makan nasi/ ;Sèngko' ngakan nasè'  
 /Saya akan ke sekolahan/ ;Sèngko' èntar ka sakola'an  
 /Anak-anak bermain kelereng di halaman/ ;Na'-kana' amaèn lèker è tanèyan  
 /Adiknya dimarahi oleh saya/ ;Alè'na èghigghiri bi' sèngko' 
  Apa kamu makan? ;Apa bâ'na ngakan? 
;Apa bâ'na sè ngakan? “Apa kamu yang makan?' 
  Saya tidak makan nasi  ;Sèngko' ta' ngakan nasè'   
  Jangan Amir yang dimarahi!  ;Jhâ' Amir sè èghighiri!  
  Bukan Kadir yang pergi ke Surabaya ;Bânnè Kadir sè èntar ka Sorbhâjâ  
 Saya tidak pergi ke sekolah  ;Sèngko' ta' èntar ka sakola'an  
  Anak-anak tidak bermain kelereng di halaman  ;Na'-kana' ta' amaèn lèker è tanèyan  
   Adiknya tidak dimarahi oleh saya  ;Alè'na ta' èghigghiri bi' sèngko'  
  Apa kamu tidak diajak? ;Apa bâ'na ta' èyajhâk? 
  Tidak  saya tidak diajak  ;Enjâ'  sèngko' t?' èyajhâk 
  Apa kamu yang makan?  ;Apa bâ'na sè ngakan? 
  Saya tidak makan  ;Sèngko' ta' ngakan  
  Tidak  saya tidak makan  ;Enjâ'  sèngko' ta' ngakan  
  Tidak  tidak diajak  ;Enjâ'  ta' èyajhâk  
;Apa bâ'na èyajhâk ka Sorbhâjâ? 
 Apa kamu yang mengambil uang saya?  ;Apa bâ'na sè ngala' tang pèssè? 
 Tidak  tidak mungkin  ;Enjâ'  ta' kèra  
 Apa kamu yang mencuri sapi saya? ;Apa bâ'na sè ngèco' tang sapè? 
 Tidak mungkin  tidak  ;Ta' kèra  enjâ'  
  Apa Kadir yang mencuri sapi saya? ;Apa Kadir sè ngèco' tang sapè? 
   Tidak  bukan Kadir yang mencuri sapi kamu   ;Enjâ  bânnè Kadir sè ngèco' sapèna bâ'na 
  Lamaran saya diterima  ;Tang lamaran ètarèma  
  Lamaram saya tidak diterima  ;Tang lamaran ta' ètarèma  
 Tunangannya tidak marah  ;Bhâkalla ta' dhuson  
 Saya mengambil hanya seribu ;Sèngko' ngala' ghun saèbu  
 Saya mengambil tidak hanya seribu ;Sèngko' ngala' ta' ghun saèbu  
 Yang satu di Surabaya ;Sè sèttong è SorbhâJâ  
 Yang satu tidak di Surabaya  ;Se sètong tai è SorbhâJâ  
 Saya tidak makan nasï  ;Sèngko' ta' ngakan nasè'  
 Adik saya tidak cantik ;Tang alè' ta' raddhin  
 Uangnya tidak seratus yang hilang ;Pèssèna ta' saratos sè èlang  
 Larinya tidak kencang  ;Lajuna ta' santa'  
